Filename,FPS
426_287,30.0
427_637,60.0
428_466,30.0
429_404,25.0
430_459,30.0
431_447,30.0
432_357,30.0
433_498,25.0
434_438,30.0
435_456,25.0
436_526,30.0
437_360,25.0
438_434,30.0
439_441,30.0
440_364,25.0
441_439,30.0
442_195,25.0
443_514,25.0
444_655,30.0
445_494,25.0
446_667,25.0
447_431,30.0
448_361,30.0
449_451,30.0
450_533,30.0
451_449,30.0
452_550,30.0
453_402,30.0
454_527,30.0
455_471,25.0
456_435,25.0
457_398,25.0
458_722,24.0
459_430,30.0
460_678,30.0
461_250,25.0
462_467,30.0
463_464,25.0
464_463,25.0
465_482,30.0
466_428,30.0
467_462,30.0
468_470,25.0
469_481,30.0
470_468,25.0
471_455,25.0
472_511,25.0
473_366,25.0
474_281,30.0
475_265,25.0
476_400,25.0
477_487,30.0
478_506,30.0
479_706,30.0
480_389,25.0
481_469,30.0
482_465,30.0
483_370,30.0
484_415,30.0
485_425,30.0
486_680,25.0
487_477,30.0
488_399,30.0
489_022,30.0
490_534,25.0
491_226,30.0
492_325,30.0
493_538,25.0
494_445,25.0
495_512,25.0
496_417,30.0
497_403,30.0
498_433,25.0
499_539,30.0
500_592,30.0
501_326,25.0
502_504,30.0
503_756,30.0
504_502,30.0
505_600,30.0
506_478,30.0
507_418,24.0
508_831,30.0
509_525,30.0
510_528,25.0
511_472,25.0
512_495,25.0
513_305,25.0
514_443,25.0
515_519,25.0
516_555,30.0
517_521,30.0
518_131,15.0
519_515,25.0
520_542,25.0
521_517,30.0
522_337,25.0
523_541,25.0
524_580,30.0
525_509,30.0
526_436,30.0
527_454,30.0
528_510,25.0
529_633,30.0
530_594,25.0
531_549,25.0
532_544,30.0
533_450,30.0
534_490,25.0
535_587,30.0
536_540,25.0
537_563,30.0
538_493,25.0
539_499,30.0
540_536,25.0
541_523,25.0
542_520,25.0
543_559,25.0
544_532,30.0
545_553,30.0
546_621,30.0
547_574,25.0
548_632,25.0
549_531,25.0
550_452,30.0
551_631,25.0
552_851,24.0
553_545,30.0
554_572,30.0
555_516,30.0
556_588,25.0
557_560,30.0
558_583,30.0
559_543,25.0
560_557,30.0
561_998,30.0
562_626,30.0
563_537,30.0
564_971,30.0
565_589,25.0
566_617,25.0
567_606,25.0
568_628,25.0
569_921,30.0
570_624,25.0
571_746,30.0
572_554,30.0
573_757,30.0
574_547,25.0
575_603,25.0
576_155,25.0
577_593,30.0
578_636,30.0
579_701,30.0
580_524,30.0
581_697,30.0
582_172,30.0
583_558,30.0
584_823,24.0
585_599,30.0
586_223,60.0
587_535,30.0
588_556,25.0
589_565,25.0
590_034,30.0
591_605,25.0
592_500,30.0
593_577,30.0
594_530,25.0
595_597,30.0
596_609,25.0
597_595,30.0
598_178,25.0
599_585,30.0
600_505,30.0
601_653,30.0
602_397,30.0
603_575,25.0
604_703,30.0
605_591,25.0
606_567,25.0
607_683,30.0
608_675,25.0
609_596,25.0
610_692,25.0
611_760,30.0
612_702,30.0
613_685,25.0
614_616,25.0
615_687,25.0
616_614,25.0
617_566,25.0
618_629,25.0
619_620,25.0
620_619,25.0
621_546,30.0
622_647,30.0
623_630,25.0
624_570,25.0
625_650,25.0
626_562,30.0
627_658,25.0
628_568,25.0
629_618,25.0
630_623,25.0
631_551,25.0
632_548,25.0
633_529,30.0
634_660,25.0
635_642,25.0
636_578,30.0
637_427,50.0
638_640,30.0
639_841,30.0
640_638,30.0
641_662,30.0
642_635,25.0
643_646,30.0
644_657,25.0
645_688,30.0
646_643,30.0
647_622,30.0
648_654,25.0
649_816,30.0
650_625,25.0
651_835,25.0
652_773,30.0
653_601,30.0
654_648,25.0
655_444,30.0
656_666,25.0
657_644,25.0
658_627,25.0
659_749,30.0
660_634,25.0
661_670,25.0
662_641,30.0
663_231,25.0
664_668,30.0
665_679,25.0
666_656,25.0
667_446,25.0
668_664,30.0
669_682,25.0
670_661,25.0
671_677,30.0
672_720,30.0
673_728,30.0
674_744,30.0
675_608,25.0
676_776,30.0
677_671,30.0
678_460,30.0
679_665,25.0
680_486,25.0
681_711,25.0
682_669,25.0
683_607,30.0
684_717,30.0
685_613,25.0
686_696,25.0
687_615,25.0
688_645,30.0
689_690,30.0
690_689,30.0
691_732,25.0
692_610,25.0
693_698,25.0
694_767,25.0
695_422,30.0
696_686,25.0
697_581,30.0
698_693,25.0
699_734,25.0
700_813,24.0
701_579,30.0
702_612,30.0
703_604,30.0
704_723,25.0
705_707,30.0
706_479,30.0
707_705,30.0
708_772,25.0
709_390,24.0
710_788,25.0
711_681,25.0
712_716,25.0
713_726,30.0
714_842,25.0
715_721,30.0
716_712,25.0
717_684,30.0
718_972,25.0
719_737,25.0
720_672,30.0
721_715,30.0
722_458,24.0
723_704,25.0
724_725,30.0
725_724,30.0
726_713,30.0
727_729,25.0
728_673,30.0
729_727,25.0
730_815,25.0
731_741,25.0
732_691,25.0
733_935,25.0
734_699,25.0
735_774,30.0
736_785,25.0
737_719,25.0
738_804,30.0
739_865,50.0
740_796,24.0
741_731,25.0
742_775,30.0
743_750,30.0
744_674,30.0
745_777,30.0
746_571,30.0
747_854,25.0
748_355,30.0
749_659,30.0
750_743,30.0
751_752,30.0
752_751,30.0
753_789,30.0
754_758,30.0
755_759,30.0
756_503,30.0
757_573,30.0
758_754,30.0
759_755,30.0
760_611,30.0
761_766,25.0
762_832,25.0
763_930,30.0
764_850,30.0
765_867,30.0
766_761,25.0
767_694,25.0
768_793,25.0
769_784,30.0
770_791,30.0
771_849,25.0
772_708,25.0
773_652,30.0
774_735,30.0
775_742,30.0
776_676,30.0
777_745,30.0
778_798,30.0
779_794,25.0
780_869,25.0
781_806,25.0
782_787,25.0
783_916,30.0
784_769,30.0
785_736,25.0
786_819,25.0
787_782,25.0
788_710,25.0
789_753,30.0
790_014,30.0
791_770,30.0
792_903,25.0
793_768,25.0
794_779,25.0
795_907,30.0
796_740,24.0
797_844,30.0
798_778,30.0
799_809,25.0
800_840,30.0
801_855,25.0
802_885,25.0
803_017,30.0
804_738,30.0
805_011,24.0
806_781,25.0
807_273,30.0
808_829,30.0
809_799,25.0
810_838,30.0
811_920,25.0
812_821,30.0
813_700,24.0
814_871,30.0
815_730,25.0
816_649,30.0
817_827,30.0
818_820,25.0
819_786,25.0
820_818,25.0
821_812,30.0
822_244,25.0
823_584,24.0
824_419,60.0
825_074,25.0
826_833,25.0
827_817,30.0
828_830,25.0
829_808,30.0
830_828,25.0
831_508,30.0
832_762,25.0
833_826,25.0
834_852,25.0
835_651,25.0
836_950,30.0
837_890,30.0
838_810,30.0
839_864,25.0
840_800,30.0
841_639,30.0
842_714,25.0
843_859,30.0
844_797,30.0
845_846,25.0
846_845,25.0
847_906,30.0
848_894,25.0
849_771,25.0
850_764,30.0
851_552,24.0
852_834,25.0
853_863,30.0
854_747,25.0
855_801,25.0
856_881,30.0
857_909,30.0
858_861,25.0
859_843,30.0
860_905,30.0
861_858,25.0
862_047,30.0
863_853,30.0
864_839,25.0
865_739,60.0
866_878,30.0
867_765,30.0
868_949,30.0
869_780,25.0
870_001,25.0
871_814,30.0
872_873,25.0
873_872,25.0
874_291,30.0
875_979,30.0
876_891,30.0
877_886,25.0
878_866,30.0
879_963,30.0
880_135,24.0
881_856,30.0
882_952,30.0
883_013,25.0
884_968,25.0
885_802,25.0
886_877,25.0
887_275,25.0
888_937,25.0
889_045,25.0
890_837,30.0
891_876,30.0
892_112,30.0
893_913,30.0
894_848,25.0
895_915,25.0
896_128,25.0
897_969,25.0
898_922,25.0
899_914,30.0
900_926,25.0
901_902,30.0
902_901,30.0
903_792,25.0
904_046,30.0
905_860,30.0
906_847,30.0
907_795,30.0
908_207,24.0
909_857,30.0
910_911,30.0
911_910,30.0
912_927,25.0
913_893,30.0
914_899,30.0
915_895,25.0
916_783,30.0
917_924,25.0
918_934,25.0
919_015,30.0
920_811,25.0
921_569,30.0
922_898,25.0
923_023,25.0
924_917,25.0
925_933,30.0
926_900,25.0
927_912,25.0
928_160,30.0
929_962,30.0
930_763,30.0
931_936,25.0
932_384,25.0
933_925,30.0
934_918,25.0
935_733,25.0
936_931,25.0
937_888,25.0
938_987,25.0
939_115,30.0
940_941,25.0
941_940,25.0
942_943,25.0
943_942,25.0
944_032,30.0
945_044,30.0
946_049,30.0
947_951,30.0
948_965,30.0
949_868,30.0
950_836,30.0
951_947,30.0
952_882,30.0
953_974,25.0
954_976,25.0
955_078,25.0
956_958,25.0
957_959,30.0
958_956,25.0
959_957,30.0
960_999,30.0
961_069,30.0
962_929,30.0
963_879,30.0
964_174,60.0
965_948,30.0
966_988,25.0
967_984,25.0
968_884,25.0
969_897,25.0
970_973,25.0
971_564,30.0
972_718,25.0
973_970,25.0
974_953,25.0
975_978,30.0
976_954,25.0
977_075,30.0
978_975,30.0
979_875,30.0
980_992,25.0
981_985,25.0
982_004,25.0
983_113,25.0
984_967,25.0
985_981,25.0
986_994,25.0
987_938,25.0
988_966,25.0
989_993,25.0
990_008,25.0
991_064,25.0
992_980,25.0
993_989,25.0
994_986,25.0
995_233,30.0
996_056,25.0
997_040,25.0
998_561,30.0
999_960,30.0
