Filename,Type,FPS,Duration,Width,Height
849_771,manipulated,25.0,12.88,640,480
816_649,manipulated,30.0,13.7,640,480
060_088,manipulated,25.0,33.76,600,480
688_645,manipulated,30.0,19.033333333333335,1280,720
109_107,manipulated,25.0,11.92,640,480
980_992,manipulated,25.0,15.32,656,480
649_816,manipulated,30.0,31.0,1280,720
221_206,manipulated,25.0,28.72,1280,720
835_651,manipulated,25.0,17.04,1920,1080
153_150,manipulated,25.0,29.28,640,480
670_661,manipulated,25.0,19.24,640,480
960_999,manipulated,30.0,11.5,1280,720
661_670,manipulated,25.0,20.52,1280,720
257_420,manipulated,25.0,30.52,656,480
819_786,manipulated,25.0,37.08,1920,1080
687_615,manipulated,25.0,18.76,1280,720
665_679,manipulated,25.0,12.96,640,480
945_044,manipulated,30.0,25.366666666666667,1280,720
611_760,manipulated,30.0,21.5,640,480
664_668,manipulated,30.0,9.766666666666667,1280,720
974_953,manipulated,25.0,12.72,600,480
253_183,manipulated,30.0,16.7,1280,720
635_642,manipulated,25.0,30.56,854,480
904_046,manipulated,30.0,11.966666666666667,1920,1080
134_192,manipulated,30.0,11.533333333333333,1280,720
999_960,manipulated,30.0,11.166666666666666,640,480
438_434,manipulated,30.0,18.066666666666666,640,480
947_951,manipulated,30.0,21.366666666666667,1280,720
609_596,manipulated,25.0,19.56,600,480
168_222,manipulated,30.0,40.93333333333333,640,480
897_969,manipulated,25.0,13.32,656,480
055_147,manipulated,30.0,13.133333333333333,640,480
651_835,manipulated,25.0,15.2,1280,720
737_719,manipulated,25.0,14.76,640,480
071_054,manipulated,30.0,15.1,654,480
004_982,manipulated,25.0,12.36,1280,720
376_381,manipulated,25.0,20.6,1280,720
719_737,manipulated,25.0,16.08,640,480
088_060,manipulated,25.0,26.6,640,480
254_261,manipulated,25.0,17.08,1280,720
046_904,manipulated,30.0,16.8,1280,720
988_966,manipulated,25.0,18.2,600,480
683_607,manipulated,30.0,10.066666666666666,1920,1080
434_438,manipulated,30.0,11.233333333333333,854,480
794_779,manipulated,25.0,35.16,1280,720
036_035,manipulated,25.0,13.48,640,480
258_246,manipulated,30.0,16.6,1280,720
292_294,manipulated,30.0,14.166666666666666,1280,720
452_550,manipulated,30.0,20.2,640,480
614_616,manipulated,25.0,20.28,1280,720
990_008,manipulated,25.0,12.2,854,480
097_033,manipulated,25.0,19.12,640,480
032_944,manipulated,30.0,10.333333333333334,1280,720
375_251,manipulated,25.0,14.12,1280,720
266_252,manipulated,25.0,18.6,720,480
101_096,manipulated,30.0,38.266666666666666,854,480
779_794,manipulated,25.0,12.24,1280,720
994_986,manipulated,25.0,12.64,640,480
657_644,manipulated,25.0,21.84,656,480
554_572,manipulated,30.0,27.6,1280,720
027_009,manipulated,30.0,10.5,640,480
175_159,manipulated,25.0,20.16,640,480
965_948,manipulated,30.0,11.6,1920,1080
189_200,manipulated,25.0,20.48,640,480
891_876,manipulated,30.0,9.866666666666667,1280,720
853_863,manipulated,30.0,20.533333333333335,1280,720
009_027,manipulated,30.0,19.6,640,480
834_852,manipulated,25.0,12.12,720,480
920_811,manipulated,25.0,14.84,1920,1080
953_974,manipulated,25.0,14.04,1280,720
361_448,manipulated,30.0,15.166666666666666,1280,720
542_520,manipulated,25.0,12.8,1280,720
985_981,manipulated,25.0,13.72,640,480
206_221,manipulated,25.0,28.56,656,480
128_896,manipulated,25.0,29.4,640,480
479_706,manipulated,30.0,16.266666666666666,1920,1080
568_628,manipulated,25.0,22.8,640,480
529_633,manipulated,30.0,11.166666666666666,1920,1080
599_585,manipulated,30.0,13.266666666666667,1280,720
246_258,manipulated,30.0,16.533333333333335,1280,720
830_828,manipulated,25.0,20.44,600,480
420_257,manipulated,25.0,45.04,600,480
066_062,manipulated,30.0,14.5,720,480
288_321,manipulated,25.0,21.72,640,480
339_392,manipulated,30.0,15.233333333333333,640,480
720_672,manipulated,30.0,18.8,656,480
588_556,manipulated,25.0,21.76,854,480
159_175,manipulated,25.0,13.0,600,480
437_360,manipulated,25.0,23.72,1280,720
222_168,manipulated,30.0,13.566666666666666,640,480
015_919,manipulated,30.0,14.566666666666666,640,480
598_178,manipulated,25.0,27.44,640,480
200_189,manipulated,25.0,28.76,854,480
716_712,manipulated,25.0,25.12,600,480
677_671,manipulated,30.0,10.466666666666667,1280,720
672_720,manipulated,30.0,18.033333333333335,1280,720
969_897,manipulated,25.0,14.24,656,480
481_469,manipulated,30.0,13.8,1280,720
035_036,manipulated,25.0,16.92,640,480
644_657,manipulated,25.0,16.52,854,480
147_055,manipulated,30.0,22.233333333333334,600,480
811_920,manipulated,25.0,21.68,1280,720
986_994,manipulated,25.0,33.12,1280,720
585_599,manipulated,30.0,11.966666666666667,1280,720
522_337,manipulated,25.0,28.52,602,480
771_849,manipulated,25.0,25.36,656,480
616_614,manipulated,25.0,26.52,640,480
439_441,manipulated,30.0,15.4,640,480
633_529,manipulated,30.0,17.066666666666666,1280,720
966_988,manipulated,25.0,14.56,640,480
919_015,manipulated,30.0,17.8,640,480
396_272,manipulated,30.0,17.5,1280,720
896_128,manipulated,25.0,21.24,640,480
271_264,manipulated,30.0,16.333333333333332,640,480
863_853,manipulated,30.0,17.1,1280,720
948_965,manipulated,30.0,14.466666666666667,1920,1080
556_588,manipulated,25.0,14.88,640,480
550_452,manipulated,30.0,14.8,640,480
468_470,manipulated,25.0,23.88,600,480
284_263,manipulated,30.0,16.1,1920,1080
520_542,manipulated,25.0,14.0,1280,720
